G4LWZ9	A0A2K5ATW7	0.700	70	21	0	1	70	8	77	3.718E-07	256
G4LX01	Q20052	0.428	112	58	0	1	102	24	135	2.758E-10	312
G4LZX8	G5EFH0	0.688	260	80	0	1	260	1	259	7.834E-44	1610
G4M0F3	Q09250	0.409	158	92	0	1	158	10	166	1.162E-19	613
A0A5K4F8R5	Q69ZI6	0.368	76	46	0	4	77	7	82	6.409E-08	273
A0A3Q0KKT5	Q22662	0.270	389	245	0	1	389	12	348	4.071E-23	636
A0A3Q0KKV1	Q95QU5	0.276	388	261	0	6	393	27	388	2.394E-37	883
A0A3Q0KL93	Q8WTM6	0.536	303	139	0	1	303	1	301	1.302E-38	1567
A0A3Q0KLC0	Q9U296	0.473	607	316	0	1	600	1	607	4.281E-68	3053
A0A3Q0KLC8	Q9TXI7	0.268	916	653	0	1	916	8	900	2.976E-56	1962
A0A5K4EI18	P52899	0.561	372	162	0	1	372	6	376	9.856E-55	2277
A0A5K4EQS9	Q95YE6	0.185	857	597	0	11	867	2	735	2.686E-47	1271
A0A5K4EWS7	O62108	0.279	541	349	0	1	541	11	495	4.310E-45	1371
A0A5K4EWX1	Q22249	0.169	744	568	0	4	747	2	686	1.451E-29	738
A0A5K4F116	P34452	0.160	197	125	0	48	244	8	157	5.451E-06	149
A0A5K4F210	Q9N4U0	0.217	358	242	0	11	368	1	310	1.378E-11	502
A0A5K4FEV4	Q9N360	0.185	662	531	0	56	708	1	662	1.031E-24	330
A0A5K4F2K9	Q21801	0.348	423	273	0	1	423	1	420	7.426E-53	1826
A0A5K4F2V5	O62477	0.214	1037	722	0	1	1037	5	923	9.176E-71	2639
A0A5K4F676	Q9NEW6	0.573	240	95	0	1	224	4	243	8.227E-31	760
A0A5K4F682	G5EF90	0.137	80	60	0	1	80	14	84	7.442E-01	22
A0A5K4F699	Q18797	0.169	426	317	0	33	458	19	401	2.053E-12	519
A0A5K4F6G7	Q9N5N8	0.291	294	189	0	1	294	55	321	1.208E-23	678
A0A5K4FFC6	Q65XX2	0.126	2281	1262	0	8	2288	1	1445	5.088E-23	587
A0A3Q0KBD2	Q9NHC3	0.190	275	201	0	5	253	1	275	3.818E-17	383
A0A3Q0KKG4	Q23511	0.291	866	517	0	11	876	3	732	7.428E-56	1928
A0A5K4F001	P90788	0.369	600	348	0	3	602	21	573	6.077E-52	1530
A0A5K4EVW0	O01567	0.134	785	652	0	15	799	1	754	3.684E-06	48
A0A5K4FBY2	Q18464	0.164	234	178	0	246	479	2	215	3.506E-05	79
A0A5K4FC74	A0A1T5HUM0	0.202	908	705	0	48	955	2	885	3.270E-54	1300
G4V9T4	Q9N4I1	0.405	184	109	0	1	184	1	184	3.826E-21	935
G4V9S3	Q6AHQ8	0.285	495	352	0	1	495	1	493	7.734E-34	1120
G4VA68	D6VPB0	0.109	128	102	0	2	117	6	133	6.238E-04	72
G4V9Y8	Q9XU10	0.242	893	572	0	26	918	1	756	1.224E-56	1632
G4VBH5	O44568	0.285	427	270	0	2	428	12	389	3.016E-34	1180
G4VBV9	Q93725	0.766	77	18	0	1	77	1	77	1.753E-14	532
G4VQH5	G5ECC1	0.320	99	62	0	8	106	3	94	5.218E-04	150
G4VQK1	P47207	0.674	485	158	0	1	485	43	527	6.986E-67	3207
G4VQS9	Q17936	0.235	606	373	0	43	530	1	606	1.469E-31	431
G4VRD9	Q22619	0.642	207	73	0	1	206	6	212	8.466E-32	1046
G4VRI9	Q7YWY8	0.423	58	31	0	24	81	21	75	1.230E-05	187
G4LX62	Q9XVT0	0.312	278	179	0	8	268	14	291	1.883E-18	509
G4LXF1	Q22782	0.728	205	55	0	1	203	1	205	3.264E-37	1204
A0A3Q0KMX8	G5EGI1	0.145	2437	1507	0	1	1764	39	2475	6.277E-59	995
A0A5K4F5W3	Q95Y39	0.152	59	44	0	2	54	1	59	5.856E-01	24
A0A3Q0KLU9	Q23444	0.212	654	409	0	89	742	2	521	1.891E-20	995
G4V6G6	Q9GYQ6	0.330	100	62	0	1	94	1	100	5.633E-05	113
G4V6F3	O62173	0.255	208	145	0	6	201	2	209	2.790E-17	499
A0A3Q0KGG3	Q22505	0.215	734	528	0	9	742	5	678	1.018E-30	968
A0A3Q0KGQ9	Q19870	0.219	920	580	0	6	925	1	744	1.077E-33	1261
A0A3Q0KH29	Q19849	0.262	427	299	0	1	406	52	478	7.635E-28	564
A0A3Q0KH04	Q18014	0.338	399	247	0	1	399	8	381	4.183E-39	1251
A0A3Q0KH18	Q23670	0.495	1574	757	0	1	1574	21	1520	0.000E+00	6471
G4VQZ7	Q19329	0.224	918	608	0	1	918	1	785	2.583E-55	1556
G4VS58	P50093	0.661	272	92	0	7	278	15	286	2.688E-38	1488
G4VSC8	Q21930	0.348	133	82	0	1	133	1	126	2.221E-11	409
A0A3Q0KEX4	Q9U6P6	0.410	274	153	0	1	274	38	297	4.262E-27	892
A0A3Q0KVJ9	P24890	0.338	331	214	0	2	326	39	369	1.630E-19	964
A0A5K4E8Z4	O17002	0.242	280	208	0	2	276	6	285	2.833E-14	269
A0A5K4E9B3	Q18347	0.217	397	280	0	1	397	1	358	2.454E-33	1018
A0A5K4E984	Q93330	0.113	1595	910	0	10	1604	9	1035	3.786E-20	384
A0A5K4F2W8	G5EC63	0.385	325	196	0	2	321	38	362	2.384E-24	1137
G4VQH7	Q9GRZ1	0.376	315	170	0	4	276	2	316	2.040E-22	616
G4VQR9	Q9XWS4	0.613	119	44	0	1	119	1	115	7.049E-19	619
G4VQS2	P49197	0.580	81	34	0	1	81	1	81	3.198E-12	445
G4VQU6	A6ZJ73	0.336	294	190	0	2	295	28	314	3.484E-21	944
G4VRA7	Q95017	0.690	155	48	0	8	162	2	156	6.222E-27	1052
G4VR95	H2L099	0.395	624	366	0	9	614	25	648	4.018E-47	1347
G4VRR8	O76413	0.146	411	327	0	1	384	5	415	1.575E-06	151
A0A5K4EZM4	P34409	0.230	940	456	0	16	955	4	596	2.918E-44	1244
A0A3Q0KIA7	O44410	0.332	300	176	0	1	264	44	343	1.114E-26	762
A0A3Q0KIF2	P55216	0.531	389	182	0	23	411	1	388	3.708E-54	2191
A0A3Q0KJ74	Q18099	0.272	685	423	0	1	685	1	582	6.893E-47	1629
A0A3Q0KJI4	P34284	0.333	517	297	0	2	518	20	466	1.223E-44	1607
A0A3Q0KJY0	Q9NF11	0.406	221	127	0	5	225	1	214	1.863E-25	851
A0A3Q0KJS6	Q19523	0.283	1345	881	0	1	1345	10	1239	1.016E-76	2972
A0A5K4F4I7	Q9N3X3	0.170	364	253	0	4	367	1	306	4.705E-22	618
A0A5K4F514	G5EFE7	0.289	571	391	0	12	582	2	552	3.164E-45	1511
G4LX65	Q09412	0.317	85	55	0	5	89	3	84	2.052E-08	297
G4LXB4	Q9U354	0.384	180	109	0	1	178	3	182	3.587E-19	702
G4LXE7	Q9N423	0.445	175	97	0	1	175	1	175	6.123E-24	1038
G4LXI6	Q9GUM1	0.400	215	125	0	1	210	1	215	4.009E-13	315
G4M079	Q09629	0.333	209	137	0	11	217	2	210	2.812E-23	777
G4VKW3	P91918	0.461	166	86	0	1	166	1	160	1.664E-14	428
G4VLA4	H2KYP1	0.302	294	195	0	1	280	2	295	1.480E-28	929
A0A5K4FB11	A8WFM8	0.088	90	67	0	1	74	1	90	7.583E-01	42
A0A5K4FFI7	Q8I7J4	0.466	342	169	0	1	318	2	343	5.625E-29	1370
G4M0T7	Q95Y44	0.453	235	125	0	11	240	4	238	1.852E-18	708
A0A3Q0KT77	A0A0K3AWM6	0.297	570	389	0	16	585	17	570	2.348E-40	1443
A0A5K4F1G1	U4PR86	0.261	753	521	0	3	755	1	706	7.878E-44	1171
A0A5K4F1L5	Q9GRZ2	0.510	968	458	0	1	935	1	968	6.672E-75	3867
O16154	O76577	0.729	299	81	0	15	313	14	312	2.071E-51	1923
Q15ET1	Q9XUP4	0.549	150	67	0	1	150	1	149	8.861E-26	949
Q15EU0	Q8WQA8	0.561	114	50	0	1	114	3	116	6.956E-18	619
A0A3Q0KHN7	O01705	0.284	916	571	0	15	930	16	814	3.722E-63	1988
A0A3Q0KM25	Q9U2G1	0.464	211	112	0	2	212	11	220	1.165E-16	798
A0A3Q0KM93	Q9N3F1	0.327	180	120	0	8	186	1	180	1.046E-11	504
A0A3Q0KSV2	G5EE11	0.246	377	204	0	17	393	5	275	1.932E-23	693
A0A5K4ELS2	Q17426	0.252	589	398	0	24	612	1	533	8.825E-35	1089
C4QUG0	G5EGR8	0.313	354	212	0	2	355	4	312	4.638E-35	1138
E2EAJ1	Q18801	0.643	350	125	0	13	362	50	399	1.087E-61	2365
G4LUU2	O45946	0.622	188	71	0	1	188	1	188	3.241E-31	1186
G4LU92	P46941	0.151	1152	680	0	226	1377	1	802	2.665E-13	206
G4LWL3	Q19824	0.210	347	245	0	9	319	3	349	1.243E-10	420
G4LWN5	Q9U226	0.188	377	277	0	99	475	1	342	5.173E-08	161
A0A3Q0KD49	Q19004	0.305	917	612	0	16	897	13	929	2.108E-95	3166
A0A5K4EMS9	P34374	0.190	1246	903	0	2	1117	3	1248	3.060E-65	1846
A0A5K4F1P8	Q21555	0.280	535	321	0	84	618	29	475	4.009E-32	1044
G4LXX5	G5EFH8	0.481	363	188	0	4	366	342	704	2.181E-43	1582
G4LYP0	P91374	0.656	204	70	0	1	204	1	204	5.919E-37	1395
A0A5K4EB89	Q18874	0.280	462	288	0	2	402	16	477	3.694E-25	912
A0A3Q0KSN3	Q09460	0.218	512	362	0	16	479	32	543	4.086E-21	583
A0A5K4F0Q6	O17919	0.529	452	207	0	2	453	6	445	1.483E-67	2404
A0A5K4F0Z1	O01905	0.133	972	699	0	19	990	5	811	7.797E-06	90
G4VH28	O18240	0.730	152	41	0	1	152	1	152	1.722E-25	916
G4VGZ9	Q20636	0.608	347	136	0	5	351	23	369	1.529E-57	2432
G4VH66	P34669	0.330	334	213	0	11	329	2	335	1.122E-31	960
G4VHB6	O17186	0.207	330	190	0	255	584	33	272	5.780E-15	377
A0A3Q0KRB6	V6CKC3	0.142	1617	1014	0	1	1617	51	1233	6.401E-17	149
A0A3Q0KRK3	Q27481	0.439	1063	590	0	1	1052	50	1112	0.000E+00	5298
A0A3Q0KRT8	Q18953	0.317	543	324	0	14	556	6	481	2.079E-46	1760
A0A3Q0KRY6	G5EFS4	0.227	347	227	0	35	381	17	311	6.868E-28	902
A0A3Q0KS20	G5ECY6	0.302	304	179	0	15	318	5	261	2.213E-21	895
A0A3Q0KTT6	P54816	0.217	1636	998	0	2	1637	1	1275	1.215E-55	1365
A0A5K4FA70	G5EBK0	0.177	1146	780	0	1	949	35	1180	5.281E-45	950
G4V6A5	Q22885	0.337	427	282	0	1	426	1	427	6.844E-29	1325
G4V6I0	G5EBK7	0.251	417	312	0	25	441	3	419	6.247E-27	783
G4VJ24	Q8MQG6	0.349	103	57	0	2	104	1	89	1.752E-03	62
G4VJ06	Q965G5	0.464	353	188	0	7	357	1	353	6.521E-41	1654
A0A3Q0KE41	P30636	0.254	238	172	0	2	239	4	234	5.447E-25	844
A0A3Q0KFS0	Q9NEW7	0.226	940	599	0	14	953	2	776	1.346E-51	1867
A0A3Q0KGK6	Q56VY4	0.317	107	70	0	1	104	2	108	1.066E-10	342
A0A3Q0KGJ6	Q9XUB9	0.360	634	368	0	1	576	1	634	4.170E-69	2389
A0A3Q0KHS1	Q9U9Y8	0.398	539	265	0	1	539	187	628	5.938E-38	1186
A0A5K4ELG7	Q09644	0.341	410	267	0	12	417	15	424	3.441E-42	1364
A0A5K4ELH9	H2KY93	0.192	838	550	0	1	838	1	682	1.592E-36	1207
A0A5K4F3C2	Q20558	0.122	486	413	0	1	471	1	486	2.705E-07	80
A0A5K4F8F6	O61907	0.230	966	588	0	2	765	15	980	2.314E-38	900
A0A3Q0KEE0	Q9XVH9	0.242	238	173	0	12	240	1	238	2.791E-03	56
A0A3Q0KED5	A0A1T5HV05	0.174	634	502	0	227	860	1	609	2.506E-12	202
A0A5K4F697	O17270	0.133	216	169	0	1	216	8	203	7.330E-05	66
A0A5K4F6K1	Q9BKU5	0.706	143	41	0	7	149	6	145	2.844E-23	846
G4LZR0	O44509	0.213	179	130	0	1	166	3	181	4.045E-06	127
G4M0B9	Q09526	0.271	251	172	0	8	244	3	253	1.726E-10	267
A0A3Q0KC43	P34508	0.295	373	260	0	24	393	5	377	1.477E-37	1248
A0A3Q0KT73	O16368	0.808	434	83	0	1	433	10	443	1.072E-81	3086
A0A3Q0KT97	G5EC53	0.234	524	338	0	32	555	8	449	1.873E-27	1358
A0A5K4F234	Q9N4H7	0.477	1306	644	0	1	1306	1	1232	0.000E+00	5233
A0A5K4F8R2	Q18674	0.164	390	276	0	3	333	8	397	5.233E-12	429
A0A5K4F8W4	Q94012	0.187	580	393	0	1	484	1	580	3.028E-15	224
A0A5K4F8Z7	Q19068	0.108	46	38	0	3	46	111	156	5.481E-02	69
A0A5K4FCZ5	Q18606	0.149	496	409	0	9	504	1	482	2.106E-07	78
C0L926	P91268	0.260	361	249	0	1	361	2	339	2.465E-31	987
C4QBN1	P62784	0.990	103	1	0	1	103	1	103	3.793E-15	579
C4QC83	A5PEX5	0.637	193	70	0	1	193	3	195	5.770E-30	844
G4VJQ3	C0P287	0.207	223	165	0	4	212	11	233	2.776E-08	295
A0A5K4EFP2	Q18851	0.353	195	124	0	28	222	2	193	1.348E-20	727
G4V655	Q9XW15	0.500	236	113	0	3	238	10	235	2.852E-33	1066
A0A3Q0KGD8	G5EC75	0.389	796	476	0	7	786	1	796	3.758E-63	2949
A0A3Q0KGU1	Q9GYG4	0.524	186	87	0	1	186	1	184	9.523E-28	952
A0A3Q0KGX6	P34539	0.385	57	33	0	1	57	1	54	1.903E-04	157
A0A3Q0KH03	Q19749	0.302	454	310	0	1	445	54	507	1.597E-45	1166
A0A3Q0KHB7	Q09637	0.286	408	218	0	7	414	4	309	1.913E-29	795
A0A3Q0KHX3	Q9U1Q0	0.196	519	288	0	8	526	3	361	8.390E-29	1041
A0A5K4F5C0	P34369	0.841	2308	366	0	5	2306	22	2329	0.000E+00	17921
A0A5K4FBP2	Q17633	0.152	161	121	0	7	150	4	164	2.749E-07	244
A0A5K4FBP2	Q17633	0.152	161	121	0	7	150	4	164	2.749E-07	244
A0A5K4FAI0	P34260	0.195	721	466	0	11	731	22	601	5.648E-35	1171
A0A5K4FAM5	Q93425	0.257	434	308	0	56	470	2	435	2.004E-31	740
A0A5K4FAM9	P46578	0.250	1067	668	0	1	1067	1	892	2.913E-42	1636
A0A5K4FAU6	Q17832	0.269	1323	846	0	2	1324	1	1159	2.154E-94	2038
G4VKH0	Q19685	0.333	105	67	0	1	101	19	123	1.483E-06	225
G4VKA6	Q9TZL8	0.533	793	368	0	4	793	22	814	0.000E+00	4463
A0A3Q0KNC2	Q20849	0.133	2416	1737	0	3	2418	23	2027	1.072E-36	676
A0A3Q0KP03	Q95Y88	0.268	681	442	0	40	720	17	621	7.951E-35	1275
A0A3Q0KP26	P54073	0.334	324	210	0	1	317	61	384	5.037E-34	1067
A0A3Q0KP48	Q9XW92	0.764	606	143	0	14	619	2	606	0.000E+00	4712
A0A5K4FBE1	O45611	0.144	1328	981	0	1	1328	3	1149	8.276E-30	522
G4VJU9	Q18821	0.176	218	134	0	1	218	3	166	1.761E-08	250
G4V6R4	Q23146	0.624	205	76	0	4	205	5	209	2.774E-34	1144
A0A3Q0KG44	Q9XXI9	0.524	890	417	0	3	892	1	878	0.000E+00	4182
A0A3Q0KGE3	Q9XWI6	0.301	705	468	0	1	670	16	720	7.967E-66	2432
A0A3Q0KGP2	Q9GZI6	0.164	635	392	0	31	665	1	470	9.928E-14	522
A0A3Q0KH05	Q21577	0.160	257	155	0	9	265	9	193	2.302E-06	113
A0A3Q0KH72	Q95Y96	0.466	165	88	0	7	171	8	172	5.796E-20	794
A0A3Q0KH70	Q21121	0.361	318	199	0	1	313	12	329	3.895E-30	809
A0A3Q0KMR3	O17213	0.218	209	155	0	9	207	80	288	1.026E-12	425
A0A3Q0KSZ1	Q9N5K1	0.513	617	289	0	5	621	32	626	1.772E-75	2322
A0A3Q0KT27	G5EDX2	0.163	216	167	0	1	216	1	201	2.572E-02	32
A0A5K4EKM7	Q17971	0.147	1394	964	0	1	1394	62	1192	7.102E-19	597
A0A5K4ENY9	Q19857	0.216	620	463	0	1	620	45	635	8.506E-26	755
A0A5K4EQK9	A0A3P6N6A0	0.309	304	184	0	1	267	293	596	1.739E-24	803
A0A5K4EQK0	G5EEG9	0.237	402	304	0	340	741	1	399	1.032E-09	142
A0A5K4ERA4	Q21920	0.121	2402	1919	0	1	2184	212	2613	1.589E-31	665
G4VF32	O62250	0.406	133	75	0	2	129	3	135	1.216E-07	223
G4VF21	Q9N3S8	0.508	280	137	0	1	280	1	280	2.818E-29	1295
G4VF83	Q19172	0.114	219	157	0	4	181	24	242	1.959E-02	41
G4VF10	Q9N4T5	0.179	581	416	0	427	934	40	620	2.200E-19	392
A0A3Q0KID1	K8F7X5	0.280	483	325	0	1	483	16	468	2.910E-31	1150
A0A3Q0KID4	Q21623	0.162	1045	660	0	4	1048	5	793	2.077E-37	1107
A0A3Q0KIS4	O45303	0.272	323	203	0	28	350	8	287	1.075E-27	875
A0A3Q0KIY2	P34650	0.325	473	269	0	2	474	3	401	2.562E-43	1548
A0A3Q0KJ78	Q93576	0.580	143	59	0	2	143	11	153	1.371E-19	780
A0A3Q0KJB0	Q19713	0.516	612	286	0	1	612	1	591	1.295E-84	3321
A0A3Q0KJT4	O62193	0.259	176	129	0	1	175	1	176	2.752E-17	660
A0A3Q0KJS9	Q18679	0.463	566	299	0	1	566	1	558	2.055E-59	2420
A0A3Q0KJX6	Q304F0	0.407	162	95	0	42	202	2	163	2.394E-19	799
A0A3Q0KJX7	G5EER4	0.605	316	124	0	3	318	2	315	6.996E-53	2055
A0A3Q0KJZ0	Q23232	0.165	406	311	0	2	407	4	377	7.289E-20	571
G4LX15	Q09322	0.148	376	273	0	4	379	2	322	1.527E-11	357
G4LWP4	O44565	0.304	1789	1219	0	1	1753	2	1790	0.000E+00	2519
A0A3Q0KN49	O16637	0.309	1318	864	0	1	1318	1	1251	2.302E-66	2283
A0A5K4F5C8	Q95Q06	0.297	235	138	0	1	235	10	206	1.330E-14	337
A0A3Q0KCM5	Q20168	0.481	1022	518	0	1	1022	1	1000	0.000E+00	4815
A0A5K4F7U6	A0A6V7QYI0	0.332	299	199	0	1	299	1	299	1.585E-17	839
A0A3Q0KGW8	H2KZ70	0.177	314	246	0	1	300	2	315	4.985E-09	239
A0A3Q0KGZ1	Q18919	0.141	527	392	0	1	527	89	545	2.697E-09	201
A0A3Q0KH75	P42168	0.702	323	96	0	1	322	19	341	3.916E-52	2005
A0A3Q0KHA9	Q688C0	0.367	154	94	0	17	166	11	164	6.426E-19	628
A0A3Q0KHG3	Q18688	0.670	709	230	0	10	718	4	702	0.000E+00	4351
A0A3Q0KSV1	P30638	0.389	501	294	0	30	530	38	519	3.042E-35	1756
A0A3Q0KT11	Q18318	0.420	255	138	0	1	239	1	255	1.981E-23	526
A0A3Q0KT21	P52018	0.657	183	62	0	5	185	1	183	1.677E-32	1259
A0A5K4EL08	Q09372	0.140	844	556	0	10	853	3	649	2.080E-25	575
A0A5K4ELC1	H2KZK7	0.211	986	701	0	2	987	32	920	1.519E-59	1816
A0A5K4EPL1	P41990	0.192	548	309	0	234	781	132	515	4.791E-19	291
A0A5K4EZF7	Q18666	0.510	316	154	0	14	329	12	326	5.563E-32	1574
G4VF05	Q23249	0.210	467	307	0	15	481	5	394	3.975E-20	661
A0A3Q0KIH7	Q9N392	0.260	589	337	0	5	593	1	457	2.523E-29	862
A0A3Q0KIL0	G5EBW3	0.246	834	624	0	3	836	1	828	4.109E-43	1588
A0A3Q0KIZ6	Q27874	0.318	822	513	0	4	825	57	809	9.042E-79	2016
A0A3Q0KV50	Q400L7	0.231	1327	872	0	2	1328	130	1264	3.430E-63	1867
A0A5K4EVQ4	Q03564	0.193	603	443	0	8	557	41	643	4.907E-20	459
A0A5K4FC45	Q23361	0.333	514	326	0	7	520	2	491	1.938E-39	1874
A0A5K4FC55	G5EGG2	0.189	565	405	0	31	595	11	510	1.722E-20	523
A0A5K4FC78	H2KZY5	0.193	651	475	0	2	590	17	667	1.396E-33	973
A0A5K4FCG6	Q2WF61	0.397	175	100	0	11	185	19	185	1.140E-19	694
G4V9I3	Q18803	0.355	107	68	0	5	111	9	114	4.930E-06	202
G4V9J3	Q23483	0.248	224	167	0	1	223	1	224	4.382E-10	457
G4V9Q8	Q10931	0.258	120	87	0	16	135	1	118	7.730E-12	360
G4VB67	O76365	0.543	324	143	0	2	315	7	330	4.737E-45	1801
G4VQN9	A0A3P6MY32	0.216	316	221	0	1	316	1	283	3.446E-05	90
A0A5K4EEV0	Q21701	0.110	352	295	0	1	352	1	333	2.457E-02	30
A0A5K4F2K4	P91425	0.487	197	98	0	3	199	23	215	2.876E-26	837
A0A3Q0KCR4	P51875	0.833	355	59	0	1	355	1	354	9.442E-58	2576
A0A5K4F805	Q9BKU8	0.548	62	26	0	1	59	1	62	1.560E-04	150
A0A5K4F2J9	P30642	0.370	595	356	0	5	599	1	566	9.078E-58	1694
A0A5K4F3P4	Q966I6	0.190	387	271	0	1	387	1	336	2.486E-21	592
A0A5K4FB22	Q9BL28	0.673	254	83	0	1	254	84	337	9.007E-38	1548
A0A5K4FB31	G5EE66	0.142	1005	672	0	9	1013	3	786	6.008E-17	358
A0A3Q0KTB5	Q22915	0.429	297	167	0	1	297	54	347	1.650E-42	1610
A0A3Q0KTC4	Q95QX5	0.216	590	310	0	3	592	28	423	3.211E-15	415
G4V5P2	O62194	0.098	564	498	0	7	570	2	554	3.054E-06	71
A0A5K4FE91	Q18046	0.229	621	335	0	1	621	16	450	6.031E-32	889
A0A3Q0KPR1	O17581	0.170	618	489	0	81	698	3	592	4.863E-20	955
A0A3Q0KPU0	Q9N5B3	0.433	381	215	0	1	381	11	391	1.625E-53	1943
A0A3Q0KU23	Q8T3G2	0.294	472	294	0	1	417	10	481	5.247E-26	537
A0A3Q0KU71	U4PAZ9	0.149	1324	905	0	30	1353	47	1111	4.822E-18	310
A0A3Q0KUG0	Q9TXI8	0.154	1273	906	0	15	1287	1	1072	7.575E-46	967
A0A3Q0KUN7	G5EFD9	0.321	549	356	0	8	556	397	922	5.937E-35	690
A0A3Q0KUV9	G5EGE2	0.159	243	200	0	1	239	11	253	2.156E-08	149
A0A3Q0KUV9	G5EGE2	0.159	243	200	0	1	239	11	253	2.156E-08	149
A0A3Q0KV01	Q23497	0.285	377	264	0	27	396	1	377	4.739E-19	794
G4VCG3	Q93931	0.281	194	129	0	23	202	27	220	7.201E-12	286
G4VCF8	Q95Q35	0.163	803	572	0	18	820	1	684	5.986E-28	804
G4VDE9	Q2L6V2	0.336	219	133	0	1	201	7	225	5.368E-17	530
G4VEN7	Q19529	0.392	470	282	0	2	471	65	528	2.837E-34	1665
G4VHX9	Q09583	0.436	251	140	0	1	251	1	250	1.764E-34	1286
G4VI23	Q9BKZ9	0.193	216	134	0	1	216	485	651	3.257E-12	370
A0A3Q0KNF4	G5EEQ8	0.576	1155	457	0	2	1081	8	1162	2.904E-83	3891
A0A3Q0KNP1	Q19264	0.423	305	163	0	9	313	20	303	2.750E-30	1130
A0A3Q0KNR2	Q2PJ74	0.271	1216	810	0	2	1217	32	1143	4.643E-97	3490
A0A3Q0KNX3	Q4W5Q8	0.226	806	426	0	8	813	7	558	4.192E-38	1328
A0A3Q0KPC3	A9D4S6	0.539	748	332	0	2	749	1	722	5.022E-62	2782
A0A3Q0KV72	Q9UAQ6	0.683	202	63	0	1	199	4	205	4.424E-35	1188
A0A3Q0KV73	Q19987	0.144	590	328	0	7	596	13	396	1.306E-09	220
A0A3Q0KVA6	O17586	0.453	247	134	0	2	248	1	246	1.014E-34	1388
G4VEU6	O44498	0.125	1269	888	0	1	1016	225	1493	6.127E-19	242
A0A3Q0KIN3	G5EEZ0	0.212	411	276	0	1	411	2	352	7.616E-25	756
A0A3Q0KIT8	Q20347	0.405	375	212	0	1	375	7	363	5.315E-38	1281
A0A3Q0KIW1	Q22515	0.250	963	680	0	2	964	10	917	8.495E-69	2492
A0A3Q0KJY8	Q9TYS8	0.281	272	195	0	4	275	7	278	2.975E-15	563
